,user_name,user_description,text,hashtags,source
1624,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"Sandal Slide - ADIDAS Originals Adilette Slides [280647] - 100% Authentic
https://t.co/oHBwbzjeDu
Rp 600.000 https://t.co/KMaBQZ0ole",,ManypageApp
1625,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"Sandal Slide - ADIDAS Originals Adilette Slides [280647] - 100% Authentic
https://t.co/Min5UgJVAW
Rp 600.000 https://t.co/SWE9VKRfUQ",,ManypageApp
1626,Bee / produk elektronik or kebutuhan pria,,"Sandal Slide - ADIDAS Originals Adilette Slides [280647] - 100% Authentic
https://t.co/FIUWVBzmln
Rp 600.000 https://t.co/cx23DNYlLq",,ManypageApp
1627,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS SUPERSTAR SHOES Sneaker EG4958
https://t.co/DhT0PGnXXb
Rp 1.700.000 https://t.co/ul0d47LqKX",,ManypageApp
1628,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS SUPERSTAR SHOES Sneaker EG4958
https://t.co/YQrsKlTLcu
Rp 1.700.000 https://t.co/VDqkJ3NkHU",,ManypageApp
1629,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS SUPERSTAR SHOES Sneaker EG4958
https://t.co/JTCzsVuMie
Rp 1.700.000 https://t.co/CSniuR3Xv4",,ManypageApp
1630,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Nizza Shoes Sneaker CQ2332
https://t.co/1ElEigeOsz
Rp 1.100.000 https://t.co/VhyU5Pps4Z",,ManypageApp
1631,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Nizza Shoes Sneaker CQ2332
https://t.co/LaegfsCBDM
Rp 1.100.000 https://t.co/GUziMOaGbP",,ManypageApp
1632,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Nizza Shoes Sneaker CQ2332
https://t.co/W0QSPNk2Au
Rp 1.100.000 https://t.co/LPCdrEEVhp",,ManypageApp
1633,Biggs Dinero,Fvck A Bio. #RipRandisha,Blessed,,Twitter for iPhone
1634,Aiden,THIS.   TOO.     SHALL.      PASS.   !!,@mjrod @CassandraRules @abbythelibb_ That company donates a lot of money to REPUBLICANS &amp; helps the cause. You people r behaving like REPUBLICANS pocket the money as salary. It helps win ELECTIONS against DEMOCRATS.  We targeted the wrong brand. Target a brand that's actually WOKE like NIKE &amp; 100 others,,Twitter for Android
1635,Aiden,THIS.   TOO.     SHALL.      PASS.   !!,@rcfor52 @CassandraRules That company donates a lot of money to REPUBLICANS &amp; helps the cause. You people r behaving like REPUBLICANS pocket the money as salary. It helps win ELECTIONS against DEMOCRATS.  We targeted the wrong brand. Target a brand that's actually WOKE like NIKE &amp; 100 others,,Twitter for Android
1636,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Superstar Shoes Sneaker EF5398
https://t.co/M2rRJu4cEl
Rp 1.300.000 https://t.co/dVRCVst6WW",,ManypageApp
1637,Cling 2 Reality,"Whiskey, broken-in boots, & loud southern music. 
Fuck narrow minded bigots & Putin apologists. Support 2A but NOT the NRA.
Stuck at 5K
#BlueStarFamily #USAF",@jemma589 @Nike Glad to see you are a strong supporter of cancel culture.,,Twitter Web App
1638,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Superstar Shoes Sneaker EF5398
https://t.co/BC4KK6VbjO
Rp 1.300.000 https://t.co/CCHnvhcB1c",,ManypageApp
1639,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Superstar Shoes Sneaker EF5398
https://t.co/tcQXa4zivH
Rp 1.300.000 https://t.co/Q0QqcJCmH6",,ManypageApp
1640,Adidas tracktops 🧥///🥼,Adidas track top Collector. I show here my adidas track tops and other stuff i own or like to own.,@DapperDans @GwaliaClassics Did not know that one but found him now on internet 🤩🤩😍😍 new one on my i need one some day list.,,Twitter for Android
1641,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Superstar Shoes Sneaker FU7712
https://t.co/sz1MalkCPt
Rp 1.300.000 https://t.co/ftk7dwXYDm",,ManypageApp
1642,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Superstar Shoes Sneaker FU7712
https://t.co/F8yEOYaeWi
Rp 1.300.000 https://t.co/avbInPlFlV",,ManypageApp
1643,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Superstar Shoes Sneaker FU7712
https://t.co/s4cDQpvVG8
Rp 1.300.000 https://t.co/BDQ9obLoLp",,ManypageApp
1644,Aiden,THIS.   TOO.     SHALL.      PASS.   !!,@SJWilliams123 @CassandraRules That company donates a lot of money to REPUBLICANS &amp; helps the cause. You people r behaving like REPUBLICANS pocket the money as salary. It helps win ELECTIONS against DEMOCRATS.  We targeted the wrong brand. Target a brand that's actually WOKE like NIKE &amp; 100 others,,Twitter for Android
1645,FactCheckerInKS,"Facts don’t lie, opinions don’t matter. Provide facts that some do not wish to see or think about. A sarcastic S.O.B.","@soloflight79 @KAKEnews I am sure MAGA’s cute little boycott will be just as effective as their boycotts have been against the NFL, Nike, and Target. I mean, nobody even knows who those companies are since they have all gone out of business due to the huge loss of revenue they used to get from Trumpers!",,Twitter for iPhone
1646,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@Michaeldoge420 @memesus77 @tearsintherain1 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Speed of sound breakers https://t.co/37vYJfsu5J,,Twitter for Android
1647,Nike.com,"Your online provider for Nike products worldwide.

https://t.co/3eZCk0meun","@sheth_sachin Hey there Sachin, meet us in DM with your Nike Member email and order number, and we'll take a closer look into this for you.",,Sprinklr
1648,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Adicolor Classic Backpack Small H37065
https://t.co/39ywL8c1Si
Rp 500.000 https://t.co/VvdfjOOyyW",,ManypageApp
1649,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Adicolor Classic Backpack Small H37065
https://t.co/K4PiRjbhDl
Rp 500.000 https://t.co/4IuNZ9LHAt",,ManypageApp
1650,JuanPablo🌹,,This Pusha T and adidas collab tho. 👀 https://t.co/h3jK7yTv88,,Twitter for iPhone
1651,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Adicolor Classic Backpack Small H37065
https://t.co/oTtvQzHxyS
Rp 500.000 https://t.co/n3ivzod8Z4",,ManypageApp
1652,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS TREFOIL BASEBALL CAP EC3603
https://t.co/CPc006bEoy
Rp 350.000 https://t.co/66rPjQTRVP",,ManypageApp
1653,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS TREFOIL BASEBALL CAP EC3603
https://t.co/wWmwGLoYAQ
Rp 350.000 https://t.co/kEkxZSR7Q2",,ManypageApp
1654,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS TREFOIL BASEBALL CAP EC3603
https://t.co/J0qZzO1qSK
Rp 350.000 https://t.co/DqKDMGu7Wy",,ManypageApp
1655,Magico.,SFA Alum | Chances make champion | 🪂 @threadedww,Forgot my weed 😵‍💫 https://t.co/e3BPZpu7JS,,Twitter for iPhone
1656,God’s Creator,"American, creator and benevolent ruler of heaven and earth. Inventor.","@Laura6T5 @laurenboebert When will you stop beating your husband? 

Why do Budweiser and NIKE hate women?",,Twitter for iPhone
1657,shibley,disabled; socialist; #meded; spec in dementia; @AmerDelirium SIG lead; honres fellow @UCL; QS MA PhD (Cam) MRCP (Lond) LLB(Hon) LLM MBA PGDiplLaw FHEA,"any thoughts?
https://t.co/qdUB70YIUS",,Twitter Web App
1658,Soleh,,"@fjmexican @SnkrsStock I’ve never won a single raffle.  Thats how u know if the site is botted, ur never gonna get a sneaker that u want like the jordan 4 sb, and any nike sb dunks.",,Twitter for iPhone
1659,Adam North,Twitter stuff on Lifestle Other than Photography,"Some sneakers are better than others, some sneakers are more comfortable than others, some sneakers last longer than others, some sneakers are more durable than others. #sneakers #nike #reebok #hoka #SKECHERS  #shoeboxes #shoebox https://t.co/aC2xUzI6DE",,Twitter for iPhone
1660,Steelers Mark 💍💍💍💍💍💍,"#HereWeGo Rent free in your head. Exposing the frauds. I follow back. Block me = I own you, If I block you = I own you. Bengals fans = trash","@Shohei2Hou @astros @Nike Proving you need them even more now, yikes",,Twitter Web App
1661,meech,https://t.co/VYPZ4S0d1m,@spiritualties_ get you some money lil brah (i dont have a nike tech),,Twitter for iPhone
1662,SasanSeyedi.eth,"Innovator | web3 strategist |

Riding the wave Into The Metaverse with Adidas & WAGMI United

|Views and opinions are my own|","@KidJeweler22 @cryptoohomer @W0rmiOo @GutterCatGang @adidas ALTS /// ✊🫡

#ALTSbyadidas https://t.co/UEmWnsBRkQ",['ALTSbyadidas'],Twitter Web App
1663,Bill,shit poaster. professional carpenter 35 years.,@JBmode27 @jenny4elon @Nike @dotSWOOSH So hot right now https://t.co/UoFhE0RqHM,,Twitter for iPhone
1664,Thomas Ramey Watson,"Author of Seer; Baltho, The Dog Who Owned a Man, The Necessity of Symbols, Love Threads, Reading the Signs: A Paranormal Love Story; counselor/coach, editor",Hold Congressional Hearings on... #care2 https://t.co/udxs9K9hIR,['care2'],Twitter Web App
1665,Nezir Zahirović,Open for HIRE - Remote Full Stack Developer 18+ years - https://t.co/9k1tz6ANTh https://t.co/n5yW7Cx6G0 https://t.co/rsrVinlDGh https://t.co/Bl3H6PkCTc,Rails Benchmarking: Puma and MultiProcess (from 06/04/2017) #ruby #rubyonrails #programming #benchmarking: #puma https://t.co/pucuchiofu,"['ruby', 'rubyonrails', 'programming', 'benchmarking', 'puma']",rorba_share
1666,Deborah Fairs,♥️❤️Super honoured for this incredible journey for a better world! No space for hate🖤,"Dre🙏🏻💗Snoop🙏🏻💗 
IceCube🙏🏻💗50Cent🙏🏻💗
PaulRosenberg🙏🏻💗 
DJWhooKid🙏🏻💗
JLo🙏🏻💗
TaylorSwift🙏🏻💗
Nicki Minaj🙏🏻💗
VirginFamily🙏🏻💗
Adidas🙏🏻💗
Sunderland🙏🏻💗
NorthEast🙏🏻💗
Leeds2023🙏🏻💗
London🙏🏻💗
NewYorkCity🙏🏻💗
Stormzy🙏🏻💗
Bentley🙏🏻💗
Mercedes🙏🏻💗
MercedesBenz🙏🏻💗",,Twitter for iPhone
1667,Timothy Spurlin,Crazy person,Hold Congressional Hearings on... #care2 https://t.co/oyNYtZMeoa,['care2'],Twitter Web App
1668,Working On It,"""Look after widows and orphans in their distress.""",@WonderW97800751 Still not buying Nike.,,Twitter Web App
1669,mal ✦,nikolai lantsov pr manager,@endjoyer HIM AND THAT DAMN NIKE HAT,,Twitter for iPhone
1670,Principal Brown,,"A monsoon was happening last week, but these Bulldogs were relentless. What a great experience provided by @Marlins! Honored they could play &amp; sing at the Jackie Robinson Classic presented by @Nike! Yes! We Can! We are…#SOUTHBROWARD!❤️💛 @BCAA_Sports @SBHSjrotc @MarlinsYouth https://t.co/uAbC5iBTjB",,Twitter for iPhone
1671,Cindi P,MAGA 2024,@EssexPR @dmena999 Stopped buying Nike anything after Kaperdick!  Never going back,,Twitter for iPhone
1672,Mary J Oster,,Hold Congressional Hearings on Jim Jordan's Coverup of Sexual Assault at OSU https://t.co/ZLN5ahuwMW,,Twitter Web App
1673,sweet_chic_boutique,Check Me out for all your Customized and Crafting Needs IG nikkis_adult_delights Full time Reseller Poshmark,Check out this listing I just added to my #Poshmark closet: Nike Air Max Tailwind Sneakers Black/White-Metallic Silver Wolf Grey Men’s 10.5. https://t.co/KqJpGHJg4S #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1674,Knapperx,Your local yeen-thing | just a dude | pfp: @crimmharmony • @alphaiguess,"multicam combat top;
black adidas stripes down the sides",,Twitter for Android
1675,stephanie b.,T1D,"hey, i am already 85% packed because i never UNpacked. i have been wearing the same three pairs of adidas track pants for six months.",,Twitter for iPad
1676,slimm,Bay Area Esthetician || wax specialist,All I got to say is everything is Nike fault 😂😂😂 I hope she see this tweet raggedy bitch when I said I was gone be in these streets wilding before 30 bitch I ain’t mean this !!,,Twitter for iPhone
1677,JDaddy: Needs Rebel Moon,"FSU ‘21 Alum. Seminole BOOSTER #MikeGotUs. Cautiously optimistic Bucs Fan. Rarely serious, often taken seriously. Alleged Zack Snyder Cultist.",@MiamiSwagger239 @FSUFootball @Seminoles @SeminolesEQ @SeminoleBooster @nikefootball @Nike @ACCFootball @UniWatch maybe if they’re broke like you 🥱🥱,,Twitter for iPhone
1678,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,NBA Leader: 26.1 PPG 227's YouTube Chili' Anthony Chili' Davis 227's™ YouTube Chili' Stats Leader: Anthony Chili' Davis 26.1 PPG 12.5 RPG 2.6 APG #LakeShow #NBA #NIKE'Spicy' NBA Mix! https://t.co/26hZVIC7oF #LakeShow Spicy'… https://t.co/QvWvUiAI2b https://t.co/MzqM4JlgpP,,dlvr.it
1679,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,NBA Leader: 26.1 PPG Darvin Ham PRAISES Rui Hachimura's performance and says 227's YouTube Chili' Anthony Chili' Davis 227's™ YouTube Chili' Stats Leader: Anthony Chili' Davis 26.1 PPG 12.5 RPG 2.6 APG #LakeShow #NBA #NIKE'Spicy'… https://t.co/X9EPukFTnR https://t.co/MzqM4JlgpP,,dlvr.it
1680,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,NBA Leader: 26.1 PPG D'Angelo Russell issues statement on 227's YouTube Chili' Anthony Chili' Davis 227's™ YouTube Chili' Stats Leader: Anthony Chili' Davis 26.1 PPG 12.5 RPG 2.6 APG #LakeShow #NBA #NIKE'Spicy' NBA Mix!… https://t.co/ZStLKHWnqm https://t.co/MzqM4JlgpP,,dlvr.it
1681,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,NBA Leader: 26.1 PPG Darvin Ham on 227's YouTube Chili' Anthony Chili' Davis 227's™ YouTube Chili' Stats Leader: Anthony Chili' Davis 26.1 PPG 12.5 RPG 2.6 APG #LakeShow #NBA #NIKE'Spicy' NBA Mix! https://t.co/26hZVIC7oF… https://t.co/BFrKhDMjkz https://t.co/MzqM4JlgpP,,dlvr.it
1682,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Nike US Restock: Nike Dunk Low Se Women'S Shoes

🇺🇸: https://t.co/bJ82B6hM2J

#Sneakers https://t.co/TtU4BZHAC1",['Sneakers'],Restock4S
1683,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Nike US Restock: Nike Dunk Low Se Women'S Shoes

🇺🇸: https://t.co/QvpCHllXN9

#Sneakers https://t.co/DsZYTJlV0S",['Sneakers'],sneaks4sure
1684,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Shepard Fairey HUGE 7 FOOT Canvas Art Print RARE PANEL POP Obey Giant Poster | eBay
US $3999.99

CLICK FOR DEAL LINK!
https://t.co/me3lzKQCuV

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/Q92LLUk8SP",,Blog2Social APP
1685,K.W.,"Writer, Journalist. You might find me on your computer tweeting or writing a story. You might find me ready to go out and protest.","I hope Ja Morant’s hand is better, though. To make that situation better, just know that I claimed the Nike Ja 1 shoes as a reward in Season 5 on NBA 2K23.",,Twitter for iPhone
1686,Sawyer 🐣,🇫🇷 || He/They || 22 || Too cranky for my own good,"@Atelier27179010 I mostly use Pyrros (Red), Nìke (White), Limos (Black), and Thany (Pale) for them. Mostly because it gets a little awkward in writing and roleplay when they address each other by their in-game titles.",,Twitter Web App
1687,God’s Creator,"American, creator and benevolent ruler of heaven and earth. Inventor.",@Laura6T5 @laurenboebert Why do Budweiser and NIKE hate women?,,Twitter for iPhone
1688,Raya,🇬🇧 - Dream BIG 🔑 🥛,"Just watched #Air in cinemas , it was very educational #Michealjordan #Jordans","['Air', 'Michealjordan', 'Jordans']",Twitter for iPhone
1689,low-key,,@snipernick32 Jordan 1s are dead @Nike @Jumpman23 doing dunks the same way now. Dunks will be dead by next year,,Twitter for iPhone
1690,kizzie Y,,Born bad movie does it make me bad Korn Adidas Korn all she ever talk about was herself and who she was using bitching about and fucking . https://t.co/D6keh3D3as,,Twitter for Android
1691,The Sole Supplier,An online news outlet for the latest and most exclusive UK & European sneaker releases,"🌲 Miss out on the Nike SB x Air Jordan 4 ""Pine Green""? 🌲 

Cop your pair now via Sole Market with authenticity guarantee, fast shipping &amp; great prices! 🙌 

Link &gt; https://t.co/eANYdTz4Ul https://t.co/MA5Qcxa8wW",,Buffer
